,AAA,BAA,AAA_10Y_spread,BAA_10Y_spread,High_Yield_Index,AAA_BAA_spread
2011-08-03,4.42,5.36,1.78,2.72,5.87,0.9400000000000004
2011-08-04,4.31,5.24,1.84,2.77,6.16,0.9300000000000006
2011-08-05,4.41,5.35,1.83,2.77,6.24,0.9399999999999995
2011-08-08,4.33,5.28,1.93,2.88,6.84,0.9500000000000002
2011-08-09,4.24,5.21,2.04,3.01,7.19,0.9699999999999998
2011-08-10,4.21,5.2,2.04,3.03,7.3,0.9900000000000002
2011-08-11,4.46,5.49,2.12,3.15,7.39,1.0300000000000002
2011-08-12,4.34,5.38,2.1,3.14,7.3,1.04
2011-08-15,4.4,5.44,2.11,3.15,7.1,1.04
2011-08-16,4.31,5.35,2.08,3.12,7.11,1.04
2011-08-17,4.37,5.28,2.2,3.11,7.08,0.9100000000000001
2011-08-18,4.27,5.2,2.19,3.12,7.23,0.9300000000000006
2011-08-19,4.22,5.19,2.15,3.12,7.3,0.9700000000000006
2011-08-22,4.23,5.23,2.13,3.13,7.32,1.0
2011-08-23,4.33,5.34,2.18,3.19,7.46,1.0099999999999998
2011-08-24,4.47,5.5,2.18,3.21,7.45,1.0300000000000002
2011-08-25,4.45,5.48,2.22,3.25,7.43,1.0300000000000002
2011-08-26,4.39,5.44,2.2,3.25,7.5,1.0500000000000007
2011-08-29,4.48,5.53,2.2,3.25,7.39,1.0499999999999998
2011-08-30,4.33,5.41,2.14,3.22,7.39,1.08
2011-08-31,4.41,5.48,2.18,3.25,7.3,1.0700000000000003
2011-09-01,4.33,5.38,2.18,3.23,7.26,1.0499999999999998
2011-09-02,4.13,5.2,2.11,3.18,7.33,1.0700000000000003
2011-09-05,4.13,5.2,2.11,3.18,7.34,1.0700000000000003
2011-09-06,4.08,5.19,2.1,3.21,7.54,1.1100000000000003
2011-09-07,4.17,5.3,2.12,3.25,7.41,1.13
2011-09-08,4.13,5.26,2.13,3.26,7.42,1.13
2011-09-09,4.07,5.21,2.14,3.28,7.51,1.1399999999999997
2011-09-12,4.06,5.23,2.12,3.29,7.64,1.1700000000000008
2011-09-13,4.15,5.32,2.15,3.32,7.62,1.17
2011-09-14,4.14,5.33,2.11,3.3,7.55,1.1900000000000004
2011-09-15,4.19,5.4,2.1,3.31,7.49,1.21
2011-09-16,4.18,5.39,2.1,3.31,7.46,1.21
2011-09-19,4.04,5.28,2.07,3.31,7.61,1.2400000000000002
2011-09-20,4.05,5.3,2.1,3.35,7.59,1.25
2011-09-21,4.04,5.14,2.16,3.26,7.61,1.0999999999999996
2011-09-22,3.84,5.04,2.12,3.32,7.95,1.2000000000000002
2011-09-23,3.93,5.15,2.09,3.31,8.01,1.2200000000000002
2011-09-26,4.06,5.28,2.15,3.37,8.0,1.2200000000000006
2011-09-27,4.15,5.39,2.15,3.39,7.92,1.2399999999999993
2011-09-28,4.1,5.38,2.07,3.35,8.03,1.2800000000000002
2011-09-29,4.01,5.29,2.02,3.3,8.16,1.2800000000000002
2011-09-30,3.96,5.22,2.04,3.3,8.41,1.2599999999999998
2011-10-03,3.8,5.11,2.0,3.31,8.72,1.3100000000000005
2011-10-04,3.79,5.14,1.98,3.33,9.1,1.3499999999999996
2011-10-05,3.92,5.28,2.0,3.36,8.98,1.3600000000000003
2011-10-06,3.99,5.35,1.98,3.34,8.72,1.3599999999999994
2011-10-07,4.05,5.42,1.95,3.32,8.55,1.37
2011-10-10,4.05,5.42,1.95,3.32,8.56,1.37
2011-10-11,4.06,5.5,1.88,3.32,8.34,1.4400000000000004
2011-10-12,4.13,5.57,1.89,3.33,8.07,1.4400000000000004
2011-10-13,4.06,5.48,1.87,3.29,8.05,1.4200000000000008
2011-10-14,4.13,5.52,1.87,3.26,7.89,1.3899999999999997
2011-10-17,4.0,5.44,1.82,3.26,7.88,1.4400000000000004
2011-10-18,3.96,5.42,1.77,3.23,7.87,1.46
2011-10-19,3.97,5.39,1.79,3.21,7.7,1.4199999999999995
2011-10-20,3.98,5.4,1.78,3.2,7.64,1.4200000000000004
2011-10-21,3.99,5.41,1.76,3.18,7.46,1.42
2011-10-24,4.01,5.41,1.76,3.16,7.31,1.4000000000000004
2011-10-25,3.87,5.28,1.73,3.14,7.29,1.4100000000000001
2011-10-26,3.95,5.33,1.72,3.1,7.2,1.38
2011-10-27,4.07,5.46,1.65,3.04,6.83,1.3899999999999997
2011-10-28,3.97,5.33,1.63,2.99,6.85,1.3599999999999999
2011-10-31,3.88,5.19,1.71,3.02,7.07,1.3100000000000005
2011-11-01,3.73,5.04,1.72,3.03,7.42,1.31
2011-11-02,3.82,5.06,1.79,3.03,7.35,1.2399999999999998
2011-11-03,3.9,5.13,1.81,3.04,7.25,1.23
2011-11-04,3.88,5.12,1.82,3.06,7.26,1.2400000000000002
2011-11-07,3.82,5.06,1.78,3.02,7.29,1.2399999999999998
2011-11-08,3.93,5.15,1.83,3.05,7.23,1.2200000000000002
2011-11-09,3.84,5.08,1.84,3.08,7.48,1.2400000000000002
2011-11-10,3.93,5.18,1.89,3.14,7.46,1.2499999999999996
2011-11-11,3.93,5.18,1.89,3.14,7.46,1.2499999999999996
2011-11-14,3.89,5.17,1.85,3.13,7.44,1.2799999999999998
2011-11-15,3.93,5.2,1.87,3.14,7.49,1.27
2011-11-16,3.91,5.18,1.9,3.17,7.54,1.2699999999999996
2011-11-17,3.83,5.12,1.87,3.16,7.62,1.29
2011-11-18,3.9,5.15,1.89,3.14,7.61,1.2500000000000004
2011-11-21,3.84,5.12,1.87,3.15,7.79,1.2800000000000002
2011-11-22,3.81,5.11,1.87,3.17,7.9,1.3000000000000003
2011-11-23,3.72,5.04,1.83,3.15,8.03,1.3199999999999998
2011-11-24,3.72,5.04,1.83,3.15,8.03,1.3199999999999998
2011-11-25,3.85,5.15,1.88,3.18,8.0,1.3000000000000003
2011-11-28,3.89,5.16,1.92,3.19,7.95,1.27
2011-11-29,3.96,5.22,1.96,3.22,7.95,1.2599999999999998
2011-11-30,4.07,5.32,1.99,3.24,7.79,1.25
2011-12-01,4.1,5.41,1.99,3.3,7.69,1.3100000000000005
2011-12-02,3.98,5.29,1.93,3.24,7.65,1.31
2011-12-05,4.03,5.29,1.99,3.25,7.56,1.2599999999999998
2011-12-06,4.07,5.34,1.99,3.26,7.5,1.2699999999999996
2011-12-07,4.0,5.28,1.98,3.26,7.54,1.2800000000000002
2011-12-08,3.95,5.25,1.96,3.26,7.56,1.2999999999999998
2011-12-09,4.05,5.35,1.98,3.28,7.53,1.2999999999999998
2011-12-12,4.02,5.3,1.99,3.27,7.6,1.2800000000000002
2011-12-13,3.98,5.25,2.02,3.29,7.6,1.27
2011-12-14,3.88,5.16,1.96,3.24,7.63,1.2800000000000002
2011-12-15,3.9,5.19,1.98,3.27,7.62,1.2900000000000005
2011-12-16,3.82,5.12,1.96,3.26,7.65,1.3000000000000003
2011-12-19,3.76,5.08,1.94,3.26,7.65,1.3200000000000003
2011-12-20,3.87,5.21,1.93,3.27,7.54,1.3399999999999999
2011-12-21,3.9,5.28,1.92,3.3,7.49,1.3800000000000003
2011-12-22,3.88,5.26,1.91,3.29,7.45,1.38
2011-12-23,3.98,5.35,1.95,3.32,7.37,1.3699999999999997
2011-12-26,3.98,5.35,1.95,3.32,7.37,1.3699999999999997
2011-12-27,3.94,5.32,1.92,3.3,7.37,1.3800000000000003
2011-12-28,3.79,5.18,1.86,3.25,7.4,1.3899999999999997
2011-12-29,3.8,5.19,1.89,3.28,7.36,1.3900000000000006
2011-12-30,3.77,5.16,1.88,3.27,7.38,1.3900000000000001
2011-12-31,3.77,5.16,1.88,3.27,7.23,1.3900000000000001
2012-01-02,3.77,5.16,1.88,3.27,7.23,1.3900000000000001
2012-01-03,3.84,5.26,1.87,3.29,7.06,1.42
2012-01-04,3.89,5.3,1.89,3.3,7.0,1.4099999999999997
2012-01-05,3.91,5.29,1.89,3.27,7.0,1.38
2012-01-06,3.85,5.25,1.87,3.27,7.0,1.4
2012-01-09,3.86,5.26,1.88,3.28,6.99,1.4
2012-01-10,3.86,5.25,1.86,3.25,6.92,1.3900000000000001
2012-01-11,3.8,5.2,1.87,3.27,6.98,1.4000000000000004
2012-01-12,3.9,5.21,1.96,3.27,6.93,1.31
2012-01-13,3.81,5.13,1.92,3.24,7.02,1.3199999999999998
2012-01-16,3.81,5.13,1.92,3.24,6.98,1.3199999999999998
2012-01-17,3.79,5.11,1.92,3.24,6.99,1.3200000000000003
2012-01-18,3.78,5.17,1.86,3.25,6.93,1.3900000000000001
2012-01-19,3.87,5.23,1.86,3.22,6.77,1.3600000000000003
2012-01-20,3.86,5.29,1.81,3.24,6.69,1.4300000000000002
2012-01-23,3.91,5.33,1.82,3.24,6.62,1.42
2012-01-24,3.92,5.33,1.84,3.25,6.62,1.4100000000000001
2012-01-25,3.93,5.32,1.92,3.31,6.63,1.3900000000000001
2012-01-26,3.88,5.24,1.92,3.28,6.58,1.3600000000000003
2012-01-27,3.85,5.21,1.92,3.28,6.57,1.3599999999999999
2012-01-30,3.77,5.12,1.9,3.25,6.65,1.35
2012-01-31,3.72,5.07,1.89,3.24,6.61,1.35
2012-02-01,3.8,5.12,1.93,3.25,6.54,1.3200000000000003
2012-02-02,3.79,5.11,1.93,3.25,6.55,1.3200000000000003
2012-02-03,3.93,5.23,1.96,3.26,6.42,1.3000000000000003
2012-02-06,3.87,5.15,1.94,3.22,6.44,1.2800000000000002
2012-02-07,3.92,5.19,1.92,3.19,6.36,1.2700000000000005
2012-02-08,3.91,5.18,1.9,3.17,6.29,1.2699999999999996
2012-02-09,3.91,5.22,1.87,3.18,6.26,1.3099999999999996
2012-02-10,3.82,5.13,1.86,3.17,6.35,1.31
2012-02-13,3.86,5.18,1.87,3.19,6.27,1.3199999999999998
2012-02-14,3.78,5.1,1.86,3.18,6.27,1.3199999999999998
2012-02-15,3.81,5.12,1.88,3.19,6.27,1.31
2012-02-16,3.87,5.16,1.88,3.17,6.26,1.29
2012-02-17,3.87,5.18,1.86,3.17,6.2,1.3099999999999996
2012-02-20,3.87,5.18,1.86,3.17,6.2,1.3099999999999996
2012-02-21,3.9,5.2,1.85,3.15,6.14,1.3000000000000003
2012-02-22,3.86,5.16,1.85,3.15,6.15,1.3000000000000003
2012-02-23,3.84,5.13,1.85,3.14,6.11,1.29
2012-02-24,3.81,5.1,1.83,3.12,6.01,1.2899999999999996
2012-02-27,3.78,5.04,1.86,3.12,6.05,1.2600000000000002
2012-02-28,3.8,5.06,1.86,3.12,6.01,1.2599999999999998
2012-02-29,3.8,5.08,1.82,3.1,5.98,1.2800000000000002
2012-03-01,3.87,5.13,1.84,3.1,5.94,1.2599999999999998
2012-03-02,3.83,5.08,1.84,3.09,5.97,1.25
2012-03-05,3.86,5.11,1.86,3.11,6.01,1.2500000000000004
2012-03-06,3.82,5.06,1.86,3.1,6.25,1.2399999999999998
2012-03-07,3.86,5.09,1.88,3.11,6.18,1.23
2012-03-08,3.91,5.14,1.88,3.11,6.11,1.2299999999999995
2012-03-09,3.93,5.15,1.89,3.11,6.09,1.2200000000000002
2012-03-12,3.9,5.13,1.86,3.09,6.06,1.23
2012-03-13,3.97,5.22,1.83,3.08,5.97,1.2499999999999996
2012-03-14,4.14,5.36,1.85,3.07,5.83,1.2200000000000006
2012-03-15,4.11,5.36,1.82,3.07,5.87,1.25
2012-03-16,4.11,5.35,1.8,3.04,5.86,1.2399999999999993
2012-03-19,4.18,5.42,1.79,3.03,5.79,1.2400000000000002
2012-03-20,4.16,5.4,1.78,3.02,5.8,1.2400000000000002
2012-03-21,4.06,5.31,1.75,3.0,5.85,1.25
2012-03-22,4.04,5.3,1.75,3.01,5.91,1.2599999999999998
2012-03-23,3.99,5.26,1.74,3.01,5.93,1.2699999999999996
2012-03-26,4.01,5.27,1.75,3.01,5.91,1.2599999999999998
2012-03-27,3.98,5.24,1.78,3.04,5.93,1.2600000000000002
2012-03-28,3.99,5.24,1.78,3.03,5.93,1.25
2012-03-29,3.96,5.21,1.78,3.03,6.02,1.25
2012-03-30,4.04,5.3,1.81,3.07,5.95,1.2599999999999998
2012-03-31,4.04,5.3,1.81,3.07,5.99,1.2599999999999998
2012-04-02,4.03,5.3,1.81,3.08,5.99,1.2699999999999996
2012-04-03,4.1,5.36,1.8,3.06,5.91,1.2600000000000007
2012-04-04,4.07,5.33,1.82,3.08,5.99,1.2599999999999998
2012-04-05,4.02,5.28,1.83,3.09,6.05,1.2600000000000007
2012-04-06,3.94,5.2,1.87,3.13,6.05,1.2600000000000002
2012-04-09,3.91,5.17,1.85,3.11,6.24,1.2599999999999998
2012-04-10,3.87,5.15,1.86,3.14,6.32,1.2800000000000002
2012-04-11,3.98,5.21,1.93,3.16,6.3,1.23
2012-04-12,3.99,5.23,1.91,3.15,6.24,1.2400000000000002
2012-04-13,3.93,5.17,1.91,3.15,6.26,1.2399999999999998
2012-04-16,3.9,5.14,1.9,3.14,6.23,1.2399999999999998
2012-04-17,3.94,5.17,1.91,3.14,6.16,1.23
2012-04-18,3.91,5.15,1.91,3.15,6.16,1.2400000000000002
2012-04-19,3.93,5.13,1.95,3.15,6.17,1.1999999999999997
2012-04-20,3.95,5.16,1.96,3.17,6.14,1.21
2012-04-23,3.92,5.12,1.96,3.16,6.2,1.2000000000000002
2012-04-24,3.95,5.15,1.95,3.15,6.14,1.2000000000000002
2012-04-25,3.98,5.18,1.97,3.17,6.05,1.1999999999999997
2012-04-26,3.97,5.17,1.99,3.19,6.06,1.1999999999999997
2012-04-27,3.95,5.15,1.99,3.19,6.02,1.2000000000000002
2012-04-30,3.95,5.15,2.0,3.2,6.04,1.2000000000000002
2012-05-01,4.0,5.2,2.02,3.22,5.96,1.2000000000000002
2012-05-02,3.95,5.15,1.99,3.19,5.96,1.2000000000000002
2012-05-03,3.95,5.14,1.99,3.18,5.92,1.1899999999999995
2012-05-04,3.91,5.1,2.0,3.19,5.94,1.1899999999999995
2012-05-07,3.9,5.1,1.98,3.18,5.95,1.1999999999999997
2012-05-08,3.86,5.07,1.98,3.19,6.0,1.2100000000000004
2012-05-09,3.87,5.09,2.0,3.22,6.04,1.2199999999999998
2012-05-10,3.89,5.1,2.0,3.21,6.0,1.2099999999999995
2012-05-11,3.84,5.06,2.0,3.22,6.02,1.2199999999999998
2012-05-14,3.78,5.0,2.0,3.22,6.11,1.2200000000000002
2012-05-15,3.76,5.0,2.0,3.24,6.15,1.2400000000000002
2012-05-16,3.73,5.01,1.97,3.25,6.22,1.2799999999999998
2012-05-17,3.63,4.93,1.93,3.23,6.44,1.2999999999999998
2012-05-18,3.72,4.98,2.01,3.27,6.52,1.2600000000000002
2012-05-21,3.73,5.0,1.98,3.25,6.63,1.27
2012-05-22,3.82,5.13,2.03,3.34,6.55,1.31
2012-05-23,3.71,5.06,1.98,3.33,6.66,1.3499999999999996
2012-05-24,3.76,5.13,1.99,3.36,6.62,1.37
2012-05-25,3.76,5.12,2.01,3.37,6.63,1.3600000000000003
2012-05-28,3.76,5.12,2.01,3.37,6.63,1.3600000000000003
2012-05-29,3.75,5.12,2.01,3.38,6.59,1.37
2012-05-30,3.68,5.03,2.05,3.4,6.71,1.35
2012-05-31,3.63,4.99,2.04,3.4,6.96,1.3600000000000003
2012-06-01,3.54,4.88,2.07,3.41,7.16,1.3399999999999999
2012-06-04,3.58,4.93,2.05,3.4,7.17,1.3499999999999996
2012-06-05,3.62,4.97,2.05,3.4,7.23,1.3499999999999996
2012-06-06,3.71,5.07,2.05,3.41,7.06,1.3600000000000003
2012-06-07,3.71,5.09,2.05,3.43,6.95,1.38
2012-06-08,3.71,5.09,2.06,3.44,6.95,1.38
2012-06-11,3.67,5.06,2.07,3.46,6.9,1.3899999999999997
2012-06-12,3.72,5.1,2.05,3.43,6.9,1.3799999999999994
2012-06-13,3.66,5.04,2.05,3.43,6.91,1.38
2012-06-14,3.66,5.04,2.02,3.4,6.85,1.38
2012-06-15,3.64,5.02,2.04,3.42,6.84,1.3799999999999994
2012-06-18,3.63,5.01,2.04,3.42,6.81,1.38
2012-06-19,3.67,5.05,2.03,3.41,6.65,1.38
2012-06-20,3.64,5.03,1.99,3.38,6.54,1.3900000000000001
2012-06-21,3.61,4.98,1.98,3.35,6.52,1.3700000000000006
2012-06-22,3.67,5.05,1.98,3.36,6.52,1.38
2012-06-25,3.6,4.99,1.97,3.36,6.6,1.3900000000000001
2012-06-26,3.59,5.0,1.93,3.34,6.57,1.4100000000000001
2012-06-27,3.59,5.0,1.94,3.35,6.52,1.4100000000000001
2012-06-28,3.56,4.97,1.96,3.37,6.52,1.4099999999999997
2012-06-29,3.66,5.06,1.99,3.39,6.36,1.3999999999999995
2012-06-30,3.66,5.06,1.99,3.39,6.44,1.3999999999999995
2012-07-02,3.58,5.01,1.97,3.4,6.45,1.4299999999999997
2012-07-03,3.63,5.06,1.98,3.41,6.39,1.4299999999999997
2012-07-04,3.63,5.06,1.98,3.41,6.38,1.4299999999999997
2012-07-05,3.61,5.05,1.99,3.43,6.4,1.44
2012-07-06,3.56,4.98,1.99,3.41,6.44,1.4200000000000004
2012-07-09,3.47,4.94,1.94,3.41,6.44,1.4700000000000002
2012-07-10,3.44,4.92,1.91,3.39,6.4,1.48
2012-07-11,3.44,4.9,1.9,3.36,6.37,1.4600000000000004
2012-07-12,3.41,4.87,1.91,3.37,6.41,1.46
2012-07-13,3.43,4.89,1.91,3.37,6.41,1.4599999999999995
2012-07-16,3.39,4.85,1.89,3.35,6.39,1.4599999999999995
2012-07-17,3.42,4.88,1.89,3.35,6.36,1.46
2012-07-18,3.35,4.85,1.83,3.33,6.33,1.4999999999999996
2012-07-19,3.37,4.88,1.83,3.34,6.25,1.5099999999999998
2012-07-20,3.3,4.8,1.81,3.31,6.28,1.5
2012-07-23,3.27,4.78,1.8,3.31,6.38,1.5100000000000002
2012-07-24,3.23,4.73,1.79,3.29,6.4,1.5000000000000004
2012-07-25,3.22,4.73,1.79,3.3,6.4,1.5100000000000002
2012-07-26,3.25,4.75,1.8,3.3,6.35,1.5
2012-07-27,3.35,4.87,1.77,3.29,6.22,1.52
2012-07-30,3.29,4.79,1.76,3.26,6.2,1.5
2012-07-31,3.29,4.78,1.78,3.27,6.16,1.4900000000000002
2012-08-01,3.32,4.82,1.76,3.26,6.1,1.5000000000000004
2012-08-02,3.28,4.75,1.77,3.24,6.13,1.4700000000000002
2012-08-03,3.39,4.86,1.79,3.26,6.01,1.4700000000000002
2012-08-06,3.38,4.83,1.79,3.24,6.0,1.4500000000000002
2012-08-07,3.45,4.9,1.79,3.24,5.91,1.4500000000000002
2012-08-08,3.47,4.91,1.79,3.23,5.89,1.44
2012-08-09,3.48,4.92,1.79,3.23,5.91,1.44
2012-08-10,3.45,4.88,1.8,3.23,5.98,1.4299999999999997
2012-08-13,3.46,4.89,1.81,3.24,5.96,1.4299999999999997
2012-08-14,3.55,4.98,1.82,3.25,5.92,1.4300000000000006
2012-08-15,3.64,5.07,1.84,3.27,5.88,1.4300000000000002
2012-08-16,3.67,5.09,1.84,3.26,5.89,1.42
2012-08-17,3.65,5.06,1.84,3.25,5.89,1.4099999999999997
2012-08-20,3.63,5.05,1.81,3.23,5.86,1.42
2012-08-21,3.61,5.03,1.81,3.23,5.83,1.4200000000000004
2012-08-22,3.51,4.93,1.8,3.22,5.88,1.42
2012-08-23,3.47,4.88,1.79,3.2,5.89,1.4099999999999997
2012-08-24,3.48,4.89,1.8,3.21,5.87,1.4099999999999997
2012-08-27,3.43,4.84,1.78,3.19,5.87,1.4099999999999997
2012-08-28,3.41,4.83,1.77,3.19,5.88,1.42
2012-08-29,3.41,4.85,1.75,3.19,5.84,1.4399999999999995
2012-08-30,3.43,4.83,1.8,3.2,5.86,1.4
2012-08-31,3.36,4.78,1.79,3.21,5.98,1.4200000000000004
2012-09-03,3.36,4.78,1.79,3.21,5.98,1.4200000000000004
2012-09-04,3.39,4.77,1.8,3.18,5.94,1.3799999999999994
2012-09-05,3.4,4.78,1.8,3.18,5.91,1.3800000000000003
2012-09-06,3.46,4.87,1.78,3.19,5.8,1.4100000000000001
2012-09-07,3.47,4.87,1.8,3.2,5.74,1.4
2012-09-10,3.48,4.88,1.8,3.2,5.68,1.4
2012-09-11,3.47,4.88,1.77,3.18,5.64,1.4099999999999997
2012-09-12,3.56,4.95,1.79,3.18,5.51,1.3900000000000001
2012-09-13,3.59,4.96,1.84,3.21,5.5,1.37
2012-09-14,3.67,5.03,1.79,3.15,5.3,1.3600000000000003
2012-09-17,3.61,4.97,1.76,3.12,5.32,1.3599999999999999
2012-09-18,3.59,4.91,1.77,3.09,5.33,1.3200000000000003
2012-09-19,3.55,4.86,1.76,3.07,5.34,1.3100000000000005
2012-09-20,3.5,4.84,1.7,3.04,5.38,1.3399999999999999
2012-09-21,3.5,4.83,1.73,3.06,5.42,1.33
2012-09-24,3.45,4.76,1.71,3.02,5.5,1.3099999999999996
2012-09-25,3.41,4.73,1.71,3.03,5.56,1.3200000000000003
2012-09-26,3.33,4.67,1.69,3.03,5.8,1.3399999999999999
2012-09-27,3.37,4.71,1.71,3.05,5.73,1.3399999999999999
2012-09-28,3.42,4.72,1.77,3.07,5.72,1.2999999999999998
2012-09-30,3.42,4.72,1.77,3.07,5.74,1.2999999999999998
2012-10-01,3.41,4.7,1.77,3.06,5.71,1.29
2012-10-02,3.39,4.68,1.75,3.04,5.72,1.2899999999999996
2012-10-03,3.41,4.67,1.77,3.03,5.68,1.2599999999999998
2012-10-04,3.47,4.69,1.77,2.99,5.62,1.2200000000000002
2012-10-05,3.52,4.73,1.77,2.98,5.55,1.2100000000000004
2012-10-08,3.52,4.73,1.77,2.98,5.54,1.2100000000000004
2012-10-09,3.49,4.67,1.75,2.93,5.56,1.1799999999999997
2012-10-10,3.44,4.62,1.72,2.9,5.61,1.1800000000000002
2012-10-11,3.42,4.57,1.72,2.87,5.57,1.1500000000000004
2012-10-12,3.4,4.54,1.71,2.85,5.56,1.1400000000000001
2012-10-15,3.41,4.53,1.71,2.83,5.48,1.12
2012-10-16,3.48,4.55,1.73,2.8,5.4,1.0699999999999998
2012-10-17,3.56,4.6,1.73,2.77,5.27,1.0399999999999996
2012-10-18,3.56,4.58,1.7,2.72,5.24,1.02
2012-10-19,3.49,4.5,1.7,2.71,5.31,1.0099999999999998
2012-10-22,3.5,4.51,1.67,2.68,5.28,1.0099999999999998
2012-10-23,3.47,4.52,1.68,2.73,5.41,1.0499999999999994
2012-10-24,3.49,4.54,1.69,2.74,5.39,1.0499999999999998
2012-10-25,3.54,4.59,1.68,2.73,5.33,1.0499999999999998
2012-10-26,3.48,4.54,1.7,2.76,5.41,1.06
2012-10-29,3.44,4.49,1.7,2.75,5.46,1.0500000000000003
2012-10-30,3.44,4.49,1.7,2.75,5.46,1.0500000000000003
2012-10-31,3.4,4.45,1.68,2.73,5.63,1.0500000000000003
2012-11-01,3.45,4.5,1.7,2.75,5.57,1.0499999999999998
2012-11-02,3.47,4.52,1.72,2.77,5.54,1.0499999999999994
2012-11-05,3.42,4.46,1.7,2.74,5.57,1.04
2012-11-06,3.48,4.52,1.7,2.74,5.49,1.0399999999999996
2012-11-07,3.4,4.46,1.72,2.78,5.63,1.06
2012-11-08,3.42,4.42,1.8,2.8,5.67,1.0
2012-11-09,3.4,4.43,1.79,2.82,5.77,1.0299999999999998
2012-11-12,3.4,4.43,1.79,2.82,5.77,1.0299999999999998
2012-11-13,3.41,4.44,1.82,2.85,5.82,1.0300000000000002
2012-11-14,3.44,4.46,1.85,2.87,5.84,1.02
2012-11-15,3.49,4.48,1.91,2.9,5.94,0.9900000000000002
2012-11-16,3.49,4.48,1.91,2.9,5.98,0.9900000000000002
2012-11-19,3.53,4.52,1.92,2.91,5.85,0.9899999999999998
2012-11-20,3.57,4.56,1.91,2.9,5.79,0.9899999999999998
2012-11-21,3.6,4.58,1.91,2.89,5.72,0.98
2012-11-22,3.6,4.58,1.91,2.89,5.72,0.98
2012-11-23,3.6,4.59,1.9,2.89,5.71,0.9899999999999998
2012-11-26,3.57,4.56,1.91,2.9,5.68,0.9899999999999998
2012-11-27,3.56,4.55,1.92,2.91,5.65,0.9899999999999998
2012-11-28,3.54,4.54,1.91,2.91,5.66,1.0
2012-11-29,3.56,4.57,1.94,2.95,5.58,1.0100000000000002
2012-11-30,3.58,4.57,1.96,2.95,5.65,0.9900000000000002
2012-12-03,3.59,4.58,1.96,2.95,5.6,0.9900000000000002
2012-12-04,3.56,4.56,1.94,2.94,5.58,0.9999999999999996
2012-12-05,3.56,4.57,1.96,2.97,5.51,1.0100000000000002
2012-12-06,3.55,4.55,1.96,2.96,5.48,1.0
2012-12-07,3.6,4.6,1.96,2.96,5.42,0.9999999999999996
2012-12-10,3.59,4.58,1.96,2.95,5.41,0.9900000000000002
2012-12-11,3.62,4.61,1.96,2.95,5.35,0.9900000000000002
2012-12-12,3.68,4.66,1.96,2.94,5.29,0.98
2012-12-13,3.69,4.66,1.95,2.92,5.27,0.9700000000000002
2012-12-14,3.66,4.62,1.94,2.9,5.28,0.96
2012-12-17,3.71,4.68,1.93,2.9,5.31,0.9699999999999998
2012-12-18,3.8,4.76,1.96,2.92,5.19,0.96
2012-12-19,3.74,4.71,1.92,2.89,5.19,0.9699999999999998
2012-12-20,3.73,4.7,1.92,2.89,5.19,0.9700000000000002
2012-12-21,3.66,4.63,1.89,2.86,5.26,0.9699999999999998
2012-12-24,3.68,4.65,1.89,2.86,5.24,0.9700000000000002
2012-12-25,3.68,4.65,1.89,2.86,5.24,0.9700000000000002
2012-12-26,3.68,4.64,1.91,2.87,5.24,0.9599999999999995
2012-12-27,3.62,4.58,1.88,2.84,5.28,0.96
2012-12-28,3.62,4.58,1.89,2.85,5.3,0.96
2012-12-31,3.67,4.63,1.89,2.85,5.34,0.96
2013-01-01,3.67,4.63,1.89,2.85,5.34,0.96
2013-01-02,3.77,4.71,1.91,2.85,5.16,0.94
2013-01-03,3.81,4.76,1.89,2.84,5.06,0.9499999999999997
2013-01-04,3.81,4.74,1.88,2.81,5.04,0.9300000000000002
2013-01-07,3.8,4.72,1.88,2.8,5.02,0.9199999999999999
2013-01-08,3.77,4.7,1.88,2.81,5.02,0.9300000000000002
2013-01-09,3.75,4.69,1.87,2.81,4.99,0.9400000000000004
2013-01-10,3.78,4.71,1.87,2.8,4.94,0.9300000000000002
2013-01-11,3.77,4.69,1.88,2.8,4.93,0.9200000000000004
2013-01-14,3.76,4.69,1.87,2.8,4.91,0.9300000000000006
2013-01-15,3.74,4.67,1.88,2.81,4.96,0.9299999999999997
2013-01-16,3.74,4.68,1.9,2.84,4.95,0.9399999999999995
2013-01-17,3.79,4.73,1.9,2.84,4.88,0.9400000000000004
2013-01-18,3.75,4.69,1.88,2.82,4.89,0.9400000000000004
2013-01-21,3.75,4.69,1.88,2.82,4.88,0.9400000000000004
2013-01-22,3.74,4.68,1.88,2.82,4.88,0.9399999999999995
2013-01-23,3.75,4.69,1.89,2.83,4.85,0.9400000000000004
2013-01-24,3.76,4.7,1.88,2.82,4.82,0.9400000000000004
2013-01-25,3.85,4.8,1.87,2.82,4.73,0.9499999999999997
2013-01-28,3.87,4.82,1.87,2.82,4.72,0.9500000000000002
2013-01-29,3.91,4.84,1.88,2.81,4.78,0.9299999999999997
2013-01-30,3.93,4.87,1.9,2.84,4.84,0.94
2013-01-31,3.9,4.84,1.88,2.82,4.95,0.94
2013-02-01,3.93,4.88,1.89,2.84,4.94,0.9499999999999997
2013-02-04,3.9,4.85,1.9,2.85,5.01,0.9499999999999997
2013-02-05,3.94,4.89,1.9,2.85,5.01,0.9499999999999997
2013-02-06,3.9,4.86,1.9,2.86,5.04,0.9600000000000004
2013-02-07,3.88,4.84,1.89,2.85,5.08,0.96
